"","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","stockid","primary_FAOarea","scientificname","fao_sp","stock_dat"
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.819047619047619,0,0,0.0860215053763441,0,0,0,0.0983606557377049,0,0,0,0,0,0,0.0345911949685535,0,0,0.0238805970149254,0.0716253443526171,0.00271739130434783,0.0193370165745856,0,0.00234741784037559,0,0.0625,0.0177304964539007,0.103448275862069,0.118811881188119,0.0410958904109589,0.0289855072463768,0.0515021459227468,0.00900900900900901,0.0099009900990099,0,0.0099009900990099,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSALMPHEIDEN"," 2","Oncorhynchus keta"," 2_Oncorhynchus keta_erdat","CSALMPHEIDEN_erdat"
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.525759577278732,0.62962962962963,0.241565452091768,0.0875912408759124,0.180412371134021,0.357798165137615,0.221818181818182,0.0764331210191083,0.480519480519481,0.767295597484277,0.463768115942029,0.0394736842105263,0.161764705882353,0.243356643356643,0.0688216892596455,0.262650602409639,0.334857142857143,0.597156398104265,0.925742574257426,0.289830508474576,0.329639889196676,0.784431137724551,0.332535885167464,0.137864077669903,0.498684210526316,0.442953020134228,0.361635220125786,0.300254452926209,0.601769911504425,0.233333333333333,0.00545454545454545,0.0107296137339056,0.00141242937853107,0.0695517774343122,0.00119521912350598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSALMPMOLLERBT"," 2","Oncorhynchus keta"," 2_Oncorhynchus keta_erdat","CSALMPMOLLERBT_erdat"
"99",NA,NA,NA,NA,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.262087912087912,0.26188679245283,0.261363636363636,0.261870503597122,0.261904761904762,0.261363636363636,0.262761506276151,0.26219512195122,0.262264150943396,0.262017804154303,0.262447257383966,0.261971830985915,0.262015503875969,0.262285714285714,0.261818181818182,0.262087912087912,0.262254901960784,0.262886597938144,0.263427109974425,0.261306532663317,0.260869565217391,0.262202380952381,0.262237762237762,0.262361251261352,0.262264150943396,0.778002018163471,0.261744966442953,0.277616279069767,0.261744966442953,0.261455525606469,0.262311557788945,0.137258687258687,0.110852713178295,0.0653703703703704,0.273684210526316,0.26140350877193,0.192682926829268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSALMPRIMCW"," 5","Oncorhynchus keta"," 5_Oncorhynchus keta_erdat","CSALMPRIMCW_erdat"
"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286,0.318181818181818,0.605263157894737,0.605263157894737,0.166666666666667,0,1,0.464285714285714,0.705882352941177,0.757575757575758,0.615384615384615,0.5,1,0.0476190476190476,0.337209302325581,0.825581395348837,0.444444444444444,1,0.748743718592965,0.392265193370166,0.954954954954955,0.699731903485255,0.97752808988764,0.997695852534562,1,0.997920997920998,0.997912317327766,1,0.974683544303797,1,0.989864864864865,0.857142857142857,0.993333333333333,0.962457337883959,1,0.948453608247423,0.574257425742574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSALMTHREEH"," 2","Oncorhynchus keta"," 2_Oncorhynchus keta_erdat","CSALMTHREEH_erdat"
"101",NA,NA,NA,NA,0.745042492917847,0.70926517571885,0.864468864468865,0.901116427432217,0.823027718550107,0.468918918918919,0.334579439252336,0.75609756097561,0.553191489361702,0.511377245508982,0.450354609929078,0.337962962962963,0.308823529411765,0.331775700934579,0.22542735042735,0.199705014749263,0.2,0.2,0.209227467811159,0.199705014749263,0.20046511627907,0.200591715976331,0.2,0.2,0.2,0.2,0.19969512195122,0.199795081967213,0.2,0.200351493848858,0.2,0.200555555555556,0.200594353640416,0.640816326530612,0.51030303030303,0.466206896551724,0.443382352941176,0.29476861167002,0.38655462184874,0.285423037716616,0.480246913580247,0.336322869955157,0.204411764705882,0.346062052505967,0.410236220472441,0.306930693069307,0.46,0.415074309978769,0.816143497757848,0.175451263537906,0.596875,0.558510638297872,0.544554455445545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSALMWKAMCW"," 5","Oncorhynchus keta"," 5_Oncorhynchus keta_erdat","CSALMWKAMCW_erdat"
"102",NA,0.003,0.048,0.1,0.116,0.11,0.172,0.135,0.088,0.165,0.123,0.043,0.134,0.087,0.138,0.05,0.065,0.114,0.064,0.028,0.019,0.066,0.043,0.059,0.037,0.058,0.066,0.091,0.083,0.194,0.076,0.106,0.073,0.086,0.06,0.071,0.07,0.047,0.052,0.066,0.077,0.139,0.118,0.08,0.081,0.1,0.06,0.026,0.098,0.09,0.149,0.053,0.06,0.06,0.05,0.061,0.067,0.075,0.049,0.054,0.049,0.052,0.047,0.063,0.041,NA,NA,NA,NA,NA,"CTRACSA","47","Trachurus capensis","47_Trachurus capensis_erdat","CTRACSA_erdat"
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146268656716418,0.20121359223301,0.143686868686869,0.125558312655087,0.130582524271845,0.136231884057971,0.1669099756691,0.178337531486146,0.190600522193211,0.23739837398374,0.234604105571848,0.189096573208723,0.183333333333333,0.198407643312102,0.20265780730897,0.186206896551724,0.180769230769231,0.25191637630662,0.188847583643123,0.174275362318841,0.192041522491349,0.186912751677852,0.154487179487179,0.147787610619469,0.178861788617886,0.194329896907216,0.21575,0.21592039800995,0.223940149625935,0.19693094629156,0.204415584415584,0.17103825136612,0.174011299435028,0.144910179640719,0.107384615384615,0.076969696969697,"CUSKVa-XIV","27","Brosme brosme","27_Brosme brosme_erdat","CUSKVa-XIV_erdat"
"104",0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.05,0.08,0.11,0.12,0.14,0.17,0.19,0.26,0.28,0.31,0.3,0.37,0.33,0.48,0.7,0.7,0.7,0.53,0.63,0.48,0.49,0.45,0.44,0.38,0.35,0.28,0.29,0.33,0.35,0.35,0.32,0.3,0.29,0.29,0.3,0.33,0.34,0.32,0.34,0.33,0.36,0.34,0.39,0.45,0.46,0.47,0.49,0.5,0.43,0.4,0.34,0.26,0.25,0.28,0.32,0.36,0.42,0.47,NA,NA,"DEEPCHAKESA","47","Merluccius paradoxus","47_Merluccius paradoxus_erdat","DEEPCHAKESA_erdat"
"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.0154,0.0196,0.0208,0.03,0.0252,0.0293,0.0642,0.0849,0.0872,0.0655,0.0461,0.0374,0.0534,0.0671,0.133,0.191,0.199,0.152,0.106,0.103,0.0789,0.0805,0.0888,0.0888,0.095,0.0845,0.0553,0.0503,NA,NA,"DEEPFLATHEADSE","81","Platycephalus conatus","81_Platycephalus conatus_erdat","DEEPFLATHEADSE_erdat"
"106",0.00551724137931034,0.0046264367816092,0.00514367816091954,0.00594827586206897,0.00626436781609195,0.00532951289398281,0.00625714285714286,0.00735042735042735,0.00971590909090909,0.0113031161473088,0.00957507082152975,0.00805084745762712,0.00971830985915493,0.00904225352112676,0.0097752808988764,0.0104507042253521,0.00754237288135593,0.013728813559322,0.12022792022792,0.0993548387096774,0.0858156028368794,0.0110344827586207,0.0134732824427481,0.0201520912547529,0.0233969465648855,0.0352307692307692,0.0239607843137255,0.0242687747035573,0.0268525896414343,0.0129554655870445,0.0170325203252033,0.0304938271604938,0.026218487394958,0.0361802575107296,0.0504385964912281,0.0518181818181818,0.0629107981220657,0.0881773399014778,0.0671957671957672,0.135754189944134,0.105696202531646,0.0895833333333333,0.125925925925926,0.100826446280992,0.0619642857142857,0.111111111111111,0.0889908256880734,0.0866520787746171,0.0876312718786464,0.102334152334152,0.122279792746114,0.0508990318118949,0.0356275303643725,0.0227735368956743,0.0296037296037296,0.0213290460878885,0.0237623762376238,0.0119444444444444,0.0167241379310345,0.021219512195122,0.0193798449612403,0.0214074074074074,0.0248936170212766,0.00802721088435374,0.00611612903225806,0.00766871165644172,0.00611764705882353,NA,NA,NA,"DKROCKPCOAST","67","Sebastes crameri","67_Sebastes crameri_erdat","DKROCKPCOAST_erdat"
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00612592592592593,0.00389705882352941,0.00416058394160584,0.00331159420289855,0.00328776978417266,0.00252857142857143,0.000936170212765957,0.000302816901408451,0.000158620689655172,0.000380952380952381,0.00736486486486487,0.0102013422818792,0.0158783783783784,0.0667123287671233,0.061021897810219,0.0292307692307692,0.0246825396825397,0.0170731707317073,0.0180165289256198,0.0304166666666667,0.0190598290598291,0.0197391304347826,0.00850442477876106,0.00701754385964912,0.00469491525423729,0.00786554621848739,0.0055655737704918,0.00330894308943089,0.00314516129032258,0.002288,0.00450793650793651,0.00372222222222222,0.00436,0.00375806451612903,0.00213008130081301,0.00196747967479675,0.002592,NA,NA,NA,"DSOLEGA","67","Microstomus pacificus","67_Microstomus pacificus_erdat","DSOLEGA_erdat"
"108",0.005,0.008,0.011,0.012,0.014,0.008,0.01,0.009,0.01,0.009,0.009,0.009,0.012,0.01,0.011,0.012,0.012,0.011,0.011,0.008,0.01,0.014,0.016,0.014,0.02,0.019,0.017,0.019,0.021,0.02,0.022,0.028,0.023,0.029,0.038,0.037,0.038,0.041,0.036,0.039,0.039,0.043,0.037,0.043,0.039,0.035,0.023,0.025,0.026,0.021,0.016,0.018,0.017,0.013,0.012,0.013,0.011,0.011,0.009,0.014,0.018,0.019,0.017,NA,NA,NA,NA,NA,NA,NA,"DSOLEPCOAST","67","Microstomus pacificus","67_Microstomus pacificus_erdat","DSOLEPCOAST_erdat"
"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0253985507246377,0.0156457564575646,0.0180882352941176,0.0287412587412587,0.0326666666666667,0.0307619047619048,0.0324159021406728,0.0221652421652422,0.00485094850948509,0.00336734693877551,0.00362530413625304,0.0302961275626424,0.039647577092511,0.0269387755102041,0.0272897196261682,0.0553082191780822,0.0486754966887417,0.0441971383147854,0.042,0.0326086956521739,0.0341258741258741,0.0412634408602151,0.0561626429479034,0.0457755359394704,0.0360635696821516,0.0377622377622378,0.0337485843714609,0.0280044101433297,0.023952738990333,0.0261146496815287,0.0358892438764643,0.0393675027262814,0.0345762711864407,0.0367058823529412,0.0312345679012346,0.0507772020725389,0.0435326842837274,0.0449554896142433,NA,NA,NA,"DUSROCKGA","67","Sebastes variabilis","67_Sebastes variabilis_erdat","DUSROCKGA_erdat"
"110",0.208,0.177,0.595,0.346,0.504,0.383,0.23,0.381,0.414,0.24,0.329,0.476,0.664,0.666,0.417,0.345,0.307,0.227,0.16,0.18,0.215,0.269,0.365,0.215,0.158,0.201,0.13,0.25,0.245,0.271,0.139,0.213,0.372,0.493,0.147,0.124,0.198,0.211,0.105,0.175,0.21,0.199,0.244,0.246,0.248,0.295,0.216,0.262,0.116,0.1,0.164,0.127,0.162,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESOLEHS","67","Parophrys vetulus","67_Parophrys vetulus_erdat","ESOLEHS_erdat"
"111",0.17,0.12,0.22,0.19,0.19,0.14,0.12,0.12,0.16,0.18,0.22,0.19,0.15,0.14,0.15,0.16,0.13,0.13,0.15,0.15,0.17,0.12,0.1,0.08,0.09,0.1,0.11,0.13,0.16,0.11,0.13,0.15,0.14,0.14,0.16,0.15,0.12,0.15,0.16,0.19,0.16,0.19,0.16,0.19,0.16,0.15,0.1,0.1,0.09,0.11,0.07,0.05,0.04,0.04,0.03,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESOLEPCOAST","67","Parophrys vetulus","67_Parophrys vetulus_erdat","ESOLEPCOAST_erdat"
"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0664705882352941,0.048,0.021969696969697,0.0211693548387097,0.0171710526315789,0.0127762039660057,0.0124465558194774,0.00874509803921569,0.00979166666666667,0.00820472440944882,0.00521739130434783,0.00890932982917214,0.00436893203883495,0.0226203807390817,0.0153513513513514,0.0151260504201681,0.01419624217119,0.0176531671858775,0.0154249737670514,0.0184042553191489,0.0226725082146769,0.0278595696489241,0.0217543859649123,0.0246973365617433,0.0219211822660099,0.0194271481942715,0.0181353767560664,0.0221656050955414,0.0205583756345178,0.0220715166461159,0.0230012300123001,0.0302469135802469,0.0245283018867925,0.0259020618556701,0.0180851063829787,0.0154471544715447,0.0245070422535211,0.0213802435723951,NA,NA,NA,"FLSOLEBSAI","67","Hippoglossoides elassodon","67_Hippoglossoides elassodon_erdat","FLSOLEBSAI_erdat"
"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00313888888888889,0.00114583333333333,0.0135294117647059,0.00652439024390244,0.00769662921348315,0.00571428571428571,0.00275879396984925,0.00154589371980676,0.000686915887850467,0.000689497716894977,0.00234234234234234,0.00334977578475336,0.00650224215246637,0.00558558558558559,0.0104977375565611,0.0128181818181818,0.0115525114155251,0.00995433789954338,0.0139545454545455,0.0110909090909091,0.00786363636363636,0.0040958904109589,0.00707762557077626,0.00872146118721461,0.00972850678733032,0.0110313901345291,0.0106666666666667,0.0112334801762115,0.0137117903930131,0.0135497835497835,0.0148068669527897,0.0155744680851064,0.0163404255319149,0.0116666666666667,0.00927350427350427,0.0118987341772152,0.0106224066390041,NA,NA,NA,"FLSOLEGA","67","Hippoglossoides elassodon","67_Hippoglossoides elassodon_erdat","FLSOLEGA_erdat"
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0192874692874693,0.0175030599755202,0.0163414634146341,0.0167272727272727,0.01256038647343,0.0264670658682635,0.039686369119421,0.0279556650246305,0.0386617100371747,0.0404791929382093,0.0301188903566711,0.0462395543175487,0.0568835098335855,0.0621487603305785,0.0846428571428571,0.0958823529411765,0.152966101694915,0.156380510440835,0.148157248157248,0.188220551378446,0.143478260869565,0.249417249417249,0.382022471910112,0.26420233463035,0.210545454545455,0.243648208469055,0.192380952380952,0.262068965517241,0.22624584717608,0.181694915254237,0.202484472049689,0.221967213114754,0.222903225806452,0.226962457337884,0.23622641509434,0.212809917355372,0.250438596491228,0.257207207207207,0.175446428571429,0.184081632653061,0.140601503759399,0.181003584229391,0.198863636363636,0.202834008097166,0.213617021276596,0.237610619469027,0.210328638497653,0.164069264069264,0.117622950819672,0.108433734939759,0.0935114503816794,NA,NA,NA,NA,NA,"GAGSATLC","31","Mycteroperca microlepis","31_Mycteroperca microlepis_erdat","GAGSATLC_erdat"
"115",NA,NA,NA,NA,0.00272,0.00149,0.00323,0.00199,0.00199,0.00299,0.00174,0.00249,0.0045,0.00376,0.00326,0.00427,0.00402,0.00757,0.00786,0.014,0.0149,0.0248,0.0263,0.028,0.029,0.019,0.0146,0.00984,0.012,0.013,0.0179,0.0173,0.0325,0.0354,0.0244,0.0655,0.0717,0.0433,0.0547,0.0773,0.0787,0.0867,0.0973,0.0891,0.107,0.12,0.128,0.128,0.122,0.175,0.14,0.0904,0.12,0.0916,0.0708,0.0732,0.0727,0.066,0.0514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEMFISHNZ","81","Rexea solandri","81_Rexea solandri_erdat","GEMFISHNZ_erdat"
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0558139534883721,0.059349593495935,0.0609958506224066,0.0601626016260163,0.0583657587548638,0.0523297491039427,0.0545171339563863,0.0458333333333333,0.0875968992248062,0.121558441558442,0.183746556473829,0.165916398713826,0.22043795620438,0.199152542372881,0.194036697247706,0.173023255813953,0.158878504672897,0.163157894736842,0.204663212435233,0.263636363636364,0.288461538461538,0.228180862250263,0.221476510067114,0.175986842105263,0.187279151943463,0.208646616541353,0.103794642857143,0.121497584541063,0.16078431372549,0.199312714776632,0.158297872340426,0.130097087378641,0.0606217616580311,0.0564102564102564,0.0364928909952607,0.0322779922779923,0.0296960486322188,0.0259239130434783,0.0275132275132275,0.0270557029177719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEMFISHSE","81","Rexea solandri","81_Rexea solandri_erdat","GEMFISHSE_erdat"
"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00379699248120301,0.00592307692307692,0.0073992673992674,0.0137024221453287,0.0199680511182109,0.0264759036144578,0.0190489130434783,0.00746478873239437,0.00574683544303797,0.00248878923766816,0.00630177514792899,0.00559523809523809,0.0165569620253165,0.0367549668874172,0.0373891625615764,0.0267195767195767,0.0205882352941176,0.0273276904474002,0.0645283018867925,0.0949612403100775,0.311965811965812,0.142941176470588,0.1015625,0.117703349282297,0.174008810572687,0.137878787878788,0.0786516853932584,0.0475836431226766,0.06113074204947,0.131365313653137,0.125796178343949,0.126168224299065,0.118348623853211,0.105945945945946,0.111904761904762,0.129573170731707,0.123824451410658,NA,NA,NA,NA,NA,NA,NA,"GHAL4RST","21","Reinhardtius hippoglossoides","21_Reinhardtius hippoglossoides_erdat","GHAL4RST_erdat"
"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.18,0.22,0.15,0.18,0.05,0.06,0.09,0.1,0.08,0.05,0.09,0.15,0.13,0.16,0.16,0.16,0.09,0.12,0.12,0.16,0.18,0.17,0.17,0.09,0.06,0.04,0.04,0.03,0.04,0.06,0.04,0.02,0.05,0.06,0.06,0.05,0.06,0.08,0.06,0.08,0.06,0.05,0.04,0.03,0.04,0.03,0.03,0.05,0.08,0.07,0.06,0.07,0.02,0.02,NA,NA,NA,"GHALBSAI","67","Reinhardtius hippoglossoides","67_Reinhardtius hippoglossoides_erdat","GHALBSAI_erdat"
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111494252873563,0.0833060556464812,0.0640552995391705,0.0740849194729136,0.0880512091038407,0.133521923620934,0.0748953974895397,0.0656796769851952,0.101578947368421,0.118933333333333,0.141666666666667,0.196078431372549,0.177554438860972,0.176795580110497,0.155643564356436,0.162658227848101,0.174885844748858,0.229487179487179,0.162,0.19051724137931,0.171036585365854,0.180258899676375,0.171331058020478,0.14982332155477,0.146843853820598,0.116938110749186,0.127687296416938,0.127508090614887,0.134967320261438,0.1421926910299,0.119869706840391,0.16461038961039,0.119314641744548,0.0976261127596439,0.127683615819209,0.112234042553191,0.1,0.111594202898551,0.0878651685393258,0.0798336798336798,0.0902390438247012,0.0885436893203883,0.102504816955684,0.0994117647058824,0.1032,0.124425887265136,0.122004357298475,"GOLDREDV-VI-XII-XIV","27","Sebastes norvegicus","27_Sebastes norvegicus_erdat","GOLDREDV-VI-XII-XIV_erdat"
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00786,0.00813,0.00839,0.00863,0.0144,0.00847,0.00444,0.0103,0.0112,0.0169,0.0382,0.0442,0.0299,0.0606,0.0426,0.08,0.0704,0.0519,0.0217,0.0276,0.0245,0.0265,0.0249,0.039,0.0309,0.0689,0.073,0.0738,0.0808,0.0563,0.0419,0.03,0.0267,0.0256,0.0285,0.0316,0.0584,0.038,0.0529,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOPHERSPCOAST","77","Sebastes carnatus","77_Sebastes carnatus_erdat","GOPHERSPCOAST_erdat"
"121",NA,NA,0.0474,0.0504,0.0535,0.0567,0.06,0.0634,0.0669,0.0705,0.0741,0.0779,0.0817,0.0836,0.0854,0.0874,0.089,0.0905,0.0928,0.0959,0.0976,0.102,0.102,0.11,0.118,0.127,0.138,0.152,0.164,0.18,0.2,0.222,0.245,0.139,0.387,0.253,0.236,0.294,0.456,0.482,0.505,0.669,0.31,0.684,0.536,0.636,0.593,0.433,0.541,0.437,0.428,0.379,0.393,0.342,0.387,0.487,0.468,0.424,0.388,0.278,0.285,0.336,0.277,0.236,0.255,NA,NA,NA,NA,NA,"GRAMBERGM","31","Seriola dumerili","31_Seriola dumerili_erdat","GRAMBERGM_erdat"
"122",0.000468493150684931,0.000705479452054795,0.000820689655172414,0.000737931034482759,0.00127586206896552,0.00102083333333333,0.000672727272727273,0.00029020979020979,0.000449295774647887,8.94366197183099e-05,0.000627659574468085,0.00146428571428571,0.00103597122302158,0.00016231884057971,0.000230434782608696,0.000235036496350365,0.000241176470588235,0.000272592592592593,0.000675373134328358,0.000708270676691729,0.000848484848484848,0.000577862595419847,0.00139230769230769,0.000837209302325581,0.000365625,0.0014453125,0.00156349206349206,0.002008,0.00229838709677419,0.0022520325203252,0.00144262295081967,0.00212605042016807,0.00241525423728814,0.00352678571428571,0.00675471698113207,0.0048,0.0079047619047619,0.0075131717597471,0.0183861082737487,0.0513227513227513,0.0555816686251469,0.0740890688259109,0.100716332378223,0.125797101449275,0.131104651162791,0.0982142857142857,0.106088280060883,0.0995253164556962,0.0882255389718076,0.0908931698774081,0.0761904761904762,0.0643435980551054,0.0632013201320132,0.0554149085794655,0.0517857142857143,0.0446451612903226,0.0657553956834532,0.0755892255892256,0.0494661921708185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRAMBERSATLC","31","Seriola dumerili","31_Seriola dumerili_erdat","GRAMBERSATLC_erdat"
"123",0.0043,0.0059,0.0059,0.0076,0.0049,0.0048,0.005,0.0046,0.005,0.0051,0.0061,0.003,0.0046,0.0037,0.0015,0.0023,0.0018,0.0023,0.0059,0.0081,0.0059,0.0092,0.0077,0.0113,0.0169,0.0092,0.0124,0.0177,0.0216,0.0196,0.0151,0.0112,0.0435,0.008,0.0365,0.0199,0.0235,0.0248,0.0151,0.0256,0.0606,0.0677,0.0356,0.0341,0.0253,0.036,0.0492,0.0388,0.0377,0.0467,0.0491,0.0181,0.0041,0.004,0.0043,6e-04,7e-04,6e-04,0.0018,3e-04,4e-04,3e-04,NA,NA,NA,NA,NA,NA,NA,NA,"GRNSTROCKPCOAST","67","Sebastes elongatus","67_Sebastes elongatus_erdat","GRNSTROCKPCOAST_erdat"
"124",0.012,0.014,0.016,0.022,0.015,0.015,0.015,0.021,0.02,0.023,0.029,0.024,0.02,0.015,0.016,0.019,0.014,0.018,0.018,0.022,0.024,0.02,0.026,0.023,0.03,0.042,0.045,0.05,0.06,0.057,0.043,0.075,0.076,0.164,0.11,0.098,0.075,0.126,0.1,0.085,0.188,0.226,0.193,0.275,0.227,0.216,0.207,0.252,0.309,0.166,0.08,0.091,0.063,0.032,0.008,0.001,0.001,0,0,0.001,0.001,0.001,0,NA,NA,NA,NA,NA,NA,NA,"GRSPROCKNCAL","77","Sebastes chlorostictus","77_Sebastes chlorostictus_erdat","GRSPROCKNCAL_erdat"
"125",0.005,0.006,0.005,0.007,0.006,0.005,0.009,0.012,0.014,0.01,0.008,0.007,0.007,0.008,0.008,0.009,0.01,0.014,0.017,0.023,0.026,0.049,0.041,0.049,0.071,0.087,0.102,0.104,0.118,0.139,0.141,0.176,0.112,0.101,0.22,0.169,0.199,0.256,0.175,0.059,0.049,0.081,0.079,0.067,0.056,0.051,0.067,0.107,0.057,0.029,0.05,0.031,0.016,0.012,0.009,0,0.011,0.019,0.005,0.009,0.007,0.009,0.007,NA,NA,NA,NA,NA,NA,NA,"GRSPROCKSCAL","77","Sebastes chlorostictus","77_Sebastes chlorostictus_erdat","GRSPROCKSCAL_erdat"
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22e-05,5.98e-05,0,0.00203,0.00116,0.000422,0.00404,0.00257,0.00211,0.00177,0.00137,0.00148,0.00264,0.00259,0.0032,0.00381,0.00577,0.0156,0.0113,0.0154,0.0226,0.018,0.0215,0.0317,0.0358,0.0395,0.039,0.0679,0.0831,0.0804,0.0628,0.0628,0.0877,0.1,0.0597,0.109,0.148,0.158,0.0889,0.112,0.0948,0.109,0.102,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSTRGZRSTA7","81","Kathetostoma giganteum","81_Kathetostoma giganteum_erdat","GSTRGZRSTA7_erdat"
"127",0.00193650793650794,0.00378980891719745,0.00932907348242812,0.0129903536977492,0.0162987012987013,0.0178360655737705,0.0236544850498339,0.0246464646464646,0.031160409556314,0.0364583333333333,0.0462897526501767,0.0507246376811594,0.0524163568773234,0.036958174904943,0.0563218390804598,0.0631372549019608,0.0737903225806452,0.054356846473029,0.0483193277310924,0.0552742616033755,0.0632478632478632,0.0688311688311688,0.0544247787610619,0.0606194690265487,0.0991071428571429,0.0893023255813954,0.0990476190476191,0.0965686274509804,0.113,0.127461139896373,0.14247311827957,0.151412429378531,0.151479289940828,0.165030674846626,0.177027027027027,0.165185185185185,0.163846153846154,0.183582089552239,0.253146853146853,0.231372549019608,0.229447852760736,0.247798742138365,0.295302013422819,0.282575757575758,0.263636363636364,0.253153153153153,0.248,0.266298342541436,0.229447852760736,0.245922208281054,0.266917293233083,0.254545454545455,0.22617680826636,0.222222222222222,0.234984193888303,0.215135135135135,0.228803716608595,0.170322580645161,0.132825484764543,0.137787356321839,0.115395894428152,0.0974963181148748,0.0774962742175857,0.105182926829268,0.0772652388797364,0.130968858131488,NA,NA,NA,NA,"GTRIGGM","31","Balistes capriscus","31_Balistes capriscus_erdat","GTRIGGM_erdat"
