assessid,fao_area
NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN,NA
NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN,NA
NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN,NA
NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN,NA
NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN,81
NZMFishMIDDEPTHSWG-NZLINGLIN72-1968-2010-FU,81
NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1968-2012-FU,81
NZMFishMIDDEPTHSWG-SBWHITACIR-1977-2013-FU,81
NZMFishSHELLFISHWG-PAUAPAU5B-1965-2013-FU,NA
NZMFishSHELLFISHWG-PAUAPAU5D-1965-2012-FU,NA
PFMC-BNKROCKCAL-1979-1999-CHING,77
PFMC-BOCACCSPCOAST-1930-2009-CHING,77
PFMC-CABEZNCAL-1930-2009-CHING,77
PFMC-CABEZSCAL-1930-2009-CHING,77
PFMC-COWCODSCAL-1900-2015-HIVELY,77
PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,77
PFMC-PHAKEPCOAST-1966-2016-WATSON,77
PFMC-PSOLEPCOAST-1930-2011-CHING,77
SARDI-RROCKLOBSTERSAUSNZ-1966-2010-BANOBI,57
SARDI-RROCKLOBSTERSAUSSZ-1965-2010-BANOBI,57
SARDI-SNAPSAUSNSG-1983-2010-BANOBI,57
SARDI-SNAPSAUSSGSV-1983-2010-BANOBI,57
SARDI-SNAPSAUSSSG-1984-2010-BANOBI,57
SEFSC-BHEADSHARATL-1950-2011-HIVELY,31
SEFSC-BLACKGROUPERGMSATL-1986-2008-THORSON,NA
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,31
SEFSC-BRNSHRIMPGM-1984-2011-HIVELY,31
SEFSC-BSBASSSATL-1950-2010-HIVELY,31
SEFSC-BTIPSHARATL-1981-2004-FAUCONNET,31
SEFSC-BTIPSHARGM-1981-2010-HIVELY,31
SEFSC-FTOOTHSHARATL-1976-2005-FAUCONNET,31
SEFSC-GAGGM-1963-2012-HIVELY,31
SEFSC-GAGSATLC-1962-2005-JENSEN,31
SEFSC-GRAMBERGM-1986-2004-JENSEN,31
SEFSC-GRAMBERSATLC-1946-2006-JENSEN,31
SEFSC-GTRIGGM-1962-2010-HIVELY,31
SEFSC-KMACKGM-1929-2012-HIVELY,31
SEFSC-KMACKSATLC-1901-2012-HIVELY,31
SEFSC-LISQUIDATLC-1963-2009-HIVELY,21
SEFSC-MENATGM-1948-2011-HIVELY,31
SEFSC-MUTSNAPSATLCGM-1981-2006-JENSEN,NA
SEFSC-PINKSHRIMPGM-1984-2011-HIVELY,31
SEFSC-RGROUPGM-1986-2005-JENSEN,31
SEFSC-RGROUPSATL-1976-2009-HIVELY,31
SEFSC-RPORGYSATLC-1972-2012-HIVELY,31
SEFSC-RSNAPGM-1872-2011-HIVELY,31
SEFSC-RSNAPSATLC-1954-2010-HIVELY,31
SEFSC-SBARSHARATL-1975-2004-FAUCONNET,21
SEFSC-SNOSESHARATL-1950-2005-FAUCONNET,31
SEFSC-SNOWGROUPSATLC-1974-2013-HIVELY,31
SEFSC-SPANMACKGM-1886-2011-HIVELY,31
SEFSC-SPANMACKSATLC-1950-2012-HIVELY,31
SEFSC-TILEGM-1965-2009-HIVELY,31
SEFSC-TILESATLC-1961-2011-HIVELY,31
SEFSC-VSNAPGM-1981-2004-JENSEN,31
SEFSC-VSNAPSATLC-1945-2012-HIVELY,31
SEFSC-WSHRIMPGM-1984-2011-HIVELY,31
SEFSC-YEGROUPGM-1975-2009-HIVELY,31
SEFSC-YTSNAPSATLCGM-1950-2011-HIVELY,NA
SPC-ALBASPAC-1960-2010-PONS,77
SPC-BIGEYECWPAC-1952-2012-PONS,77
SPC-BIGEYEWPO-1952-2006-JENSEN,77
SPC-SKJCWPAC-1950-2012-PONS,71
SPC-STMARLINSWPO-1952-2011-CHING,77
SPC-YFINCWPAC-1952-2012-PONS,71
STECF-ANCHMEDGSA1-2002-2009-OSIO,37
STECF-ANCHMEDGSA16-2004-2011-OSIO,37
STECF-ANCHMEDGSA17-18-1976-2013-OSIO,37
STECF-ANCHMEDGSA19-2006-2012-OSIO,37
STECF-ANCHMEDGSA20-2000-2008-OSIO,37
STECF-ANCHMEDGSA22-2000-2008-OSIO,37
STECF-ANCHMEDGSA29-1988-2014-OSIO,37
STECF-ANCHMEDGSA6-2002-2009-OSIO,37
STECF-ANCHMEDGSA9-2004-2010-OSIO,37
STECF-ANGLMEDGSA15-16-2006-2011-OSIO,37
STECF-ANGLMEDGSA5-2003-2013-OSIO,37
STECF-ANGLMEDGSA6-2004-2013-OSIO,37
STECF-ANGLMEDGSA7-2005-2011-OSIO,37
STECF-BWHITMEDGSA1-2002-2011-OSIO,37
STECF-BWHITMEDGSA6-2009-2013-OSIO,37
STECF-BWHITMEDGSA9-2009-2013-OSIO,37
STECF-CPANDMEDGSA15-16-2006-2011-OSIO,37
STECF-CPANDMEDGSA9-2006-2010-OSIO,37
STECF-GFORKBMEDGSA9-2007-2011-OSIO,37
STECF-GRSHRIMPMEDGSA10-2006-2014-OSIO,37
STECF-GRSHRIMPMEDGSA11-2006-2014-OSIO,37
STECF-GRSHRIMPMEDGSA12-16-2005-2011-OSIO,37
STECF-GRSHRIMPMEDGSA18-19-2008-2014-OSIO,37
STECF-GRSHRIMPMEDGSA9-2006-2014-OSIO,37
STECF-HAKEMEDGSA1-7-2003-2014-OSIO,37
STECF-HAKEMEDGSA15-16-2005-2009-OSIO,37
STECF-HAKEMEDGSA17-18-2008-2014-OSIO,37
STECF-HAKEMEDGSA19-2006-2014-OSIO,37
STECF-HAKEMEDGSA20-2003-2008-OSIO,37
STECF-HAKEMEDGSA22-23-2003-2008-OSIO,37
STECF-HAKEMEDGSA9-11-2006-2014-OSIO,37
STECF-MHMACKMEDGSA29-2005-2014-OSIO,37
STECF-NEPHMEDGSA1-2002-2011-OSIO,37
STECF-NEPHMEDGSA15-16-2002-2012-OSIO,37
STECF-NEPHMEDGSA17-2004-2008-OSIO,37
STECF-NEPHMEDGSA18-2007-2013-OSIO,37
STECF-NEPHMEDGSA5-2002-2013-OSIO,37
STECF-NEPHMEDGSA6-2002-2011-OSIO,37
STECF-NEPHMEDGSA9-2006-2013-OSIO,37
STECF-PICAMEDGSA25-2005-2010-OSIO,NA
STECF-PRCODMEDGSA9-2004-2011-OSIO,37
STECF-PSHRMPMEDGSA6-2001-2012-OSIO,37
STECF-RDSHRMPMEDGSA1-2002-2014-OSIO,37
STECF-RDSHRMPMEDGSA10-2006-2011-OSIO,37
STECF-RDSHRMPMEDGSA15-16-2009-2012-OSIO,37
STECF-RDSHRMPMEDGSA6-2002-2014-OSIO,37
STECF-RMULLMEDGSA1-2003-2013-OSIO,37
STECF-RMULLMEDGSA10-2004-2010-OSIO,37
STECF-RMULLMEDGSA11-2005-2012-OSIO,37
STECF-RMULLMEDGSA15-16-2005-2011-OSIO,37
STECF-RMULLMEDGSA17-18-2008-2014-OSIO,37
STECF-RMULLMEDGSA19-2006-2014-OSIO,37
STECF-RMULLMEDGSA25-2005-2008-OSIO,NA
STECF-RMULLMEDGSA29-1990-2014-OSIO,37
STECF-RMULLMEDGSA5-2000-2012-OSIO,37
STECF-RMULLMEDGSA6-2002-2013-OSIO,37
STECF-RMULLMEDGSA7-2004-2013-OSIO,37
STECF-RMULLMEDGSA9-2006-2013-OSIO,37
STECF-RSHRMPMEDGSA1-2003-2012-OSIO,37
STECF-RSHRMPMEDGSA10-2006-2012-OSIO,37
STECF-RSHRMPMEDGSA11-2009-2011-OSIO,37
STECF-RSHRMPMEDGSA12-16-2007-2009-OSIO,37
STECF-RSHRMPMEDGSA17-19-2007-2014-OSIO,37
STECF-RSHRMPMEDGSA5-2002-2012-OSIO,37
STECF-RSHRMPMEDGSA9-2006-2013-OSIO,37
STECF-SARDMEDGSA1-2002-2012-OSIO,37
STECF-SARDMEDGSA17-18-1975-2013-OSIO,37
STECF-SARDMEDGSA20-2000-2008-OSIO,37
STECF-SARDMEDGSA22-2000-2008-OSIO,37
STECF-SARDMEDGSA6-2003-2013-OSIO,37
STECF-SARDMEDGSA9-2006-2012-OSIO,37
STECF-SDOGBLKGSA29-1989-2014-OSIO,37
STECF-SMSHRMPMEDGSA10-2011-2011-OSIO,37
STECF-SMSHRMPMEDGSA17-18-2008-2014-OSIO,37
STECF-SMSHRMPMEDGSA9-2004-2010-OSIO,37
STECF-SMULLMEDGSA15-16-2002-2012-OSIO,37
STECF-SMULLMEDGSA5-2000-2012-OSIO,37
STECF-SMULLMEDGSA9-2004-2010-OSIO,37
STECF-SOLMEDGSA17-2006-2014-OSIO,37
STECF-SPRBLKGSA29-1995-2014-OSIO,37
STECF-TBSKAMEDGSA29-2008-2014-OSIO,37
STECF-TURBLKGSA29-1950-2014-OSIO,37
STECF-WHITMEDGSA29-1994-2014-OSIO,37
SWFSC-CALSCORPSCAL-1990-2005-STANTON,77
SWFSC-CMACKPCOAST-1929-2008-PINSKY,67
SWFSC-DSOLEPCOAST-1910-2011-STACHURA,77
SWFSC-GOPHERSPCOAST-1965-2005-STANTON,77
SWFSC-GRSPROCKNCAL-1916-2010-STACHURA,77
SWFSC-GRSPROCKSCAL-1916-2010-STACHURA,77
SWFSC-SARDPCOAST-1981-2007-PINSKY,77
SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH,77
SWFSC-STFLOUNNPCOAST-1970-2005-STANTON,67
SWFSC-STFLOUNSPCOAST-1970-2005-STANTON,77
TAFI-TASGIANTCRABTAS-1990-2007-JENSEN,57
TRAC-HADGB-1969-2014-WATSON,21
TRAC-YELLGB-1935-2015-WATSON,21
VNIRO-WPOLLNAVAR-1994-2004-JENSEN,61
VNIRO-WPOLLNSO-1963-2012-CHING,61
VNIRO-WPOLLWBS-1970-2008-CHING,61
WDFW-PGEODWA-1980-2010-HIVELY,NA
WGBFAS-CODBA2224-1965-2012-CHING,27
WGBFAS-CODBA2532-1966-2012-CHING,27
WGBFAS-CODIS-1968-2010-NEUBAUER,27
WGBFAS-CODKAT-1971-2012-CHING,27
WGBFAS-CODVIIek-1971-2012-CHING,27
WGBFAS-HERR2532-1973-2011-NEUBAUER,27
WGBFAS-HERR30-1972-2011-NEUBAUER,27
WGBFAS-HERR31-1979-2010-NEUBAUER,27
WGBFAS-HERRRIGA-1976-2011-NEUBAUER,27
WGBFAS-SPRAT22-32-1973-2011-NEUBAUER,27
WGCSE-CODVIa-1981-2012-CHING,27
WGHMM-FMEG8c9a-1986-2010-NEUBAUER,NA
WGHMM-HAKENRTN-1961-2011-CHING,27
WGHMM-HAKESOTH-1972-2011-CHING,NA
WGHMM-MEG8c9a-1985-2010-NEUBAUER,NA
WGHMM-SOLEVIII-1982-2011-NEUBAUER,27
WGMHSA-ANCHOBAYB-1986-2007-JENNINGS,27
WGMHSA-MACKNEICES-1972-2007-JENNINGS,27
WGMHSA-SARDPVIIIc-IXa-1978-2011-NEUBAUER,NA
WGNPBW-BWHITNEA-1980-2012-CHING,27
WGNSDS-HADIS-1972-2012-CHING,27
WGNSDS-HADVIa-1977-2012-CHING,27
WGNSDS-PLAICIS-1992-2010-NEUBAUER,27
WGNSDS-SOLEIS-1968-2011-NEUBAUER,27
WGNSDS-WHITVIa-1980-2012-CHING,27
WGNSSK-CODNS-1962-2011-NEUBAUER,27
WGNSSK-HADNS-IIIa-1963-2012-CHING,27
WGNSSK-HADROCK-1990-2012-CHING,27
WGNSSK-NPOUTNS-1983-2011-NEUBAUER,27
WGNSSK-PLAIC7d-1979-2010-NEUBAUER,27
WGNSSK-PLAICIIIa-1976-2006-MINTO,27
WGNSSK-PLAICNS-1956-2010-NEUBAUER,27
WGNSSK-POLLNS-VI-IIIa-1964-2012-CHING,27
WGNSSK-SEELNSSA1-1983-2011-NEUBAUER,27
WGNSSK-SEELNSSA2-1983-2011-NEUBAUER,27
WGNSSK-SEELNSSA3-1983-2011-NEUBAUER,27
WGNSSK-SOLEIIIa-1982-2011-NEUBAUER,27
WGNSSK-SOLENS-1956-2010-NEUBAUER,27
WGNSSK-SOLEVIId-1981-2011-NEUBAUER,27
WGNSSK-WHITNS-VIId-1989-2012-CHING,27
WGSSDS-HADVIIb-k-1987-2012-CHING,27
WGSSDS-PLAICCELT-1992-2010-NEUBAUER,27
WGSSDS-PLAICECHW-1979-2010-NEUBAUER,27
WGSSDS-SOLECS-1970-2011-NEUBAUER,27
WGSSDS-SOLEVIIe-1968-2010-NEUBAUER,27
WGSSDS-WHITVIIek-1981-2012-CHING,27
WGWIDE-HERRNORSS-1988-2014-HIVELY,27
